1	10
2	48
3	27
4	131
5	22
6	5
7	0
8	0
9	0
11	0
12	0
13	10
14	8
15	38
17	8
20	127
21	0
25	0
30	0
31	8
32	6
33	2
34	0
35	0
36	4
37	0
38	0
39	0
43	5
44	0
45	3
46	0
47	0
48	0
49	0
50	0
51	0
52	77
53	2
54	1
55	0
56	0
57	0
58	0
59	1
60	1
61	1
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	1
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	1
91	1
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	1
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	1
137	1
138	0
139	0
140	0
141	1
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	2
164	1
165	1
166	1
167	2
168	0
169	1
170	2
171	4
172	5
173	2
174	3
175	3
176	3
177	2
178	6
179	4
180	2
181	0
182	5
183	42
184	43
185	23
186	5
187	5
188	18
189	1
190	1
191	1
192	1
193	0
194	3
195	0
196	2
197	1
198	0
199	0
200	0
201	3
202	0
203	2
204	0
205	0
206	1
207	0
208	0
209	1
210	1
211	21
212	10
213	2
214	1
215	2
216	0
217	1
218	1
219	0
220	1
221	0
222	0
223	0
224	1
225	0
226	8
227	0
228	0
229	1
230	1
231	0
232	0
233	3
234	1
235	2
236	0
237	2
238	3
239	0
240	2
241	5
242	2
243	1
244	5
245	0
246	2
247	1
248	1
249	0
250	0
251	0
252	0
253	1
254	1
255	0
256	0
257	0
258	1
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	1
269	1
270	1
271	0
272	0
273	0
274	2
275	1
276	0
277	0
278	0
279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	4
287	4
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	1
297	0
298	0
299	0
300	0
301	1
302	2
303	0
304	0
305	1
306	0
307	0
308	0
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	0
